epoch,train_loss,val_accuracy,val_f1,val_precision,val_recall,learning_rate,timestamp,Battery_f1,Battery_acc,Camera_f1,Camera_acc,Performance_f1,Performance_acc,Display_f1,Display_acc,Design_f1,Design_acc,Packaging_f1,Packaging_acc,Price_f1,Price_acc,Shop_Service_f1,Shop_Service_acc,Shipping_f1,Shipping_acc,General_f1,General_acc,Others_f1,Others_acc
1,0.16686355535452282,0.9449321627616882,0.9449477386728309,0.9466393707480486,0.944738775892464,1.9910677592938458e-05,2025-11-02T06:38:17.168109,0.9433261824175708,0.9427480916030534,0.8995105812543442,0.9,0.9342099513293511,0.9345794392523364,0.8868306508755948,0.8869565217391304,0.9237885749665984,0.9207547169811321,0.9607169183395942,0.961038961038961,0.9698163517111501,0.9689655172413794,0.9729187315394212,0.9731800766283525,0.9738696745397815,0.973421926910299,0.9294375084277331,0.93048128342246,1.0,1.0
2,0.02670409439810165,0.9509177803993225,0.9521352868049809,0.9546335181090769,0.9520275509083921,1.8924895796423178e-05,2025-11-02T06:46:48.008258,0.9495724713873812,0.950381679389313,0.910088245088245,0.9125,0.9345202614140763,0.9345794392523364,0.9218101403980941,0.9217391304347826,0.9375350944898599,0.9358490566037736,0.9695923854876215,0.9696969696969697,0.9632554751693208,0.9586206896551724,0.9766969901536764,0.9770114942528736,0.97348685255662,0.973421926910299,0.9369302387098949,0.9385026737967914,1.0,1.0
3,0.009835295627979674,0.9577015042304993,0.9592325508947209,0.9601967730617901,0.959282739747083,1.6951516289705728e-05,2025-11-02T06:55:16.578480,0.9304076662087127,0.9312977099236641,0.9241844151453684,0.925,0.9575937287797268,0.9579439252336449,0.930265386787126,0.9304347826086956,0.9551513484885753,0.9547169811320755,0.9869153219089901,0.987012987012987,0.9711780755584939,0.9689655172413794,0.9807234513116867,0.9808429118773946,0.980226392286193,0.9800664451827242,0.9349122733670582,0.9358288770053476,1.0,1.0
4,0.004729569567118136,0.9541101455688477,0.9564645797885686,0.9576974907553023,0.9565952376739637,1.4208906337418502e-05,2025-11-02T07:03:34.661040,0.9346786804158392,0.9351145038167938,0.9240616883116883,0.925,0.9576167955277926,0.9579439252336449,0.9392829900839054,0.9391304347826087,0.9435929446257152,0.9433962264150944,0.9782961220434666,0.9783549783549783,0.967914184014879,0.9655172413793104,0.9650350030869131,0.9655172413793104,0.9768431118768703,0.9767441860465116,0.9337888576871858,0.9358288770053476,1.0,1.0
5,0.002707748138532162,0.9592976570129395,0.9614770157416,0.9625973955692259,0.9616482427556441,1.1000553551141465e-05,2025-11-02T07:11:24.531428,0.9391958044165724,0.9389312977099237,0.9302045454545456,0.93125,0.9574030603754085,0.9579439252336449,0.9475280719493374,0.9478260869565217,0.9544263381648366,0.9547169811320755,0.9869153219089901,0.987012987012987,0.9675347640864884,0.9655172413793104,0.9767156318880457,0.9770114942528736,0.9771762179008672,0.9767441860465116,0.9391474170125096,0.9411764705882353,1.0,1.0
6,0.0011078935915078841,0.9616919159889221,0.9626280002095313,0.9636463297543428,0.9628052968536792,7.681483013242275e-06,2025-11-02T07:19:15.114430,0.9537512529878942,0.9541984732824428,0.9234761411663278,0.925,0.9574531242700274,0.9579439252336449,0.9388889625983468,0.9391304347826087,0.9437351853607661,0.9433962264150944,0.9912594700526649,0.9913419913419913,0.9743635202600721,0.9724137931034482,0.9807234513116867,0.9808429118773946,0.9805120722212687,0.9800664451827242,0.9447448220757905,0.946524064171123,1.0,1.0
7,0.0005489550102252131,0.9616919159889221,0.9631045862653459,0.9643737680369898,0.9632336812994484,4.6189714447043235e-06,2025-11-02T07:27:05.945896,0.9534891540268658,0.9541984732824428,0.917040516900852,0.91875,0.9623390038764115,0.9626168224299065,0.9479517567591155,0.9478260869565217,0.9510001418640942,0.9509433962264151,0.9912594700526649,0.9913419913419913,0.9715293327362293,0.9689655172413794,0.9769174631243598,0.9770114942528736,0.9805120722212687,0.9800664451827242,0.9421115373569442,0.9438502673796791,1.0,1.0
8,0.0002520546655078935,0.9636871218681335,0.9662354269823581,0.9673019890583092,0.9663142333962558,2.151905649535765e-06,2025-11-02T07:34:56.862987,0.9462212088166287,0.9465648854961832,0.9489168076862615,0.95,0.9622896927240542,0.9626168224299065,0.9565611891100522,0.9565217391304348,0.9474183099257577,0.9471698113207547,0.9912594700526649,0.9913419913419913,0.9711780755584939,0.9689655172413794,0.9769174631243598,0.9770114942528736,0.9805120722212687,0.9800664451827242,0.9473154075863974,0.9491978609625669,1.0,1.0
9,0.00011289888615607067,0.9628890752792358,0.9659188639845518,0.9666053327019124,0.9661247558189031,5.532824879579913e-07,2025-11-02T07:42:47.975253,0.9498992908041503,0.950381679389313,0.9425974025974027,0.94375,0.9622896927240542,0.9626168224299065,0.9652173913043478,0.9652173913043478,0.9434926939991488,0.9433962264150944,0.9912594700526649,0.9913419913419913,0.973307913622502,0.9724137931034482,0.9769174631243598,0.9770114942528736,0.9805120722212687,0.9800664451827242,0.9396141133801714,0.9411764705882353,1.0,1.0
10,8.859474847081313e-05,0.9632881283760071,0.9661492628355653,0.9668714111399006,0.9663678282544889,0.0,2025-11-02T07:50:37.483229,0.9498992908041503,0.950381679389313,0.9425974025974027,0.94375,0.9622896927240542,0.9626168224299065,0.9652173913043478,0.9652173913043478,0.9434926939991488,0.9433962264150944,0.9912594700526649,0.9913419913419913,0.973307913622502,0.9724137931034482,0.9769174631243598,0.9770114942528736,0.9805120722212687,0.9800664451827242,0.9421485007413194,0.9438502673796791,1.0,1.0
